http://www.theawl.com/2016/05/new-york-city-may-3-2016,"New York City, May 3, 2016",http://cdn0.theawl.com/wp-content/uploads/2016/05/weather-review-sky-050316.jpg,"★ Not enough rain was falling, or not big enough drops of it, to justify opening the little green umbrella on the way to preschool. Nor was there enough to convince the four-year-old to take custody of the umbrella for later. The dampness made it chilly outside the clothes and hot inside them. The early rain landed so softly that the puddles on the bare grainy dirt of the tree planters were clear water, like a spring filtered up through sand. A little more than an hour later, it was falling hard enough to stream from the scaffold. It was streaming from the canopy over the subway mouth on Union Square, too. Just beyond that, a dangling little radio played the news under the shelter of the array of the fivedollaUMbrella man. The spray was blowing too hard for five dollars to have much hope of making a difference. Then it blew even harder. The afternoon dried out but got no more inviting, and in the middle of rush hour a faint drizzle returned. It took effort, under the pall, to see that all around was bright green.",1
http://www.theawl.com/2016/05/new-york-city-may-2-2016,"New York City, May 2, 2016",http://cdn.theawl.com/wp-content/uploads/2016/05/weather-review-sky-050216.jpg,"★★ The fog was enough to leave the view faded but not erased; the damp chill was not quite so damp as to threaten rain. Hardly anyone needed to be threatened by this point. Maybe the one man on the downtown platform in bare ankles and white sneakers, or the other in slate-blue suede shoes. The fog lightened still more, to a spectral unclearness on the air. The sky went from gray to white, and people intermittently cast shapeless shadows on the gum-flecked pavement. Then, with the day all but used up, the sky went on over to blue, if not clear blue.",2
http://www.theawl.com/2016/05/new-york-city-may-1-2016,"New York City, May 1, 2016",http://cdn.theawl.com/wp-content/uploads/2016/05/weather-review-sky-050116.jpg,"★ The rain filled the morning with dull rain noise. The sunscreen would sit unused again; it took a lamp to chase the dimness from the bedroom in midafternoon. At some point, maybe multiple points, the rain stopped falling. It was possible to run errands on the half-dry pavement. Ghastly feathery leaves were sprouting directly from the trunk of a street tree. A drizzle gathered. Unable to settle on raining further or not raining further, the dampness gathered into a blurry fog.",1
http://www.theawl.com/2016/04/new-york-city-april-28-2016,"New York City, April 28, 2016",http://cdn0.theawl.com/wp-content/uploads/2016/04/weather-review-sky-042816.jpg,"★★ Cold air blew into the subway station. Children, suitably coated or hoodied, walked hand in hand with adults in a neighborhood of workplaces. The light got warmer and the temperature or the impression of the temperature followed. Then what had been various degrees of sunniness collapsed into a damp gray. The paler and darker patches in the clouds were too blurry to have identifiable topography, while the river below lay whitish and depthless as a cutout.",2
http://www.theawl.com/2016/04/new-york-city-april-27-2016,"New York City, April 27, 2016",http://cdn.theawl.com/wp-content/uploads/2016/04/weather-review-sky-042716.jpg,"★★ The morning sky was unappealing, though here and there were unconsolidated spots of blue. Pigeons fluffed and huddled on a narrow ledge against a wall. The hoodie was too thick but the other hoodie would have been too thin. The men in suits were the ones who had probably gotten it right. The inside of the office was almost as cold as it had been in high summer. Out the windows, the clouds weakened and broke, till rush hour was cloudless. Faded phrases high on the sides of buildings brightened into legibility: CIVILIAN AND MILITARY … JAPANESE FOODS. The stagnant, still-warm air down on the subway platform was a relief.",2
http://www.theawl.com/2016/04/new-york-city-april-26-2016,"New York City, April 26, 2016",http://cdn0.theawl.com/wp-content/uploads/2016/04/weather-review-sky-042616.jpg,"★★★ One large piece of trash, then another, blew slowly by outside the 27th-floor window. Again the morning was cloudy and grimy-looking; this time it turned near clear by midday. Striking Verizon workers blew whistles, shrill on the breeze. The vestibule outside the fancy bakery had been taken down for the season. The temperature map on the phone was full of violently irreconcilable numbers, but nothing right outdoors seemed ominous. Things finally darkened, and headlights gleamed on the wet avenue. Then, without fuss, things brightened again. The cycle repeated, a little darker in the dark part, yielding to full light, and that was the extent of it all.",3
http://www.theawl.com/2016/04/new-york-city-april-25-2016,"New York City, April 25, 2016",http://cdn.theawl.com/wp-content/uploads/2016/04/weather-review-sky-042516.jpg,"★★★ The sky had held handsome scaly cirrus but then it was fully overcast, with grimy yellow tones. The forecasts on the front page and inside the paper were 12 degrees apart. Helicopter noise competed with viola practice. Walls and bushes cast weak shadows. The colder estimate was winning; the colder estimate was even too optimistic. The less day was left, the stronger the sun became. The shimmer among the building tops subsided, and the last of the light was almost clear.",3
http://www.theawl.com/2016/04/new-york-city-april-24-2016,"New York City, April 24, 2016",http://cdn2.theawl.com/wp-content/uploads/2016/04/weather-review-sky-042416.jpg,"★★★★ Highlights of sun flared off glazed white brick and glimmered in the elastic fiber of leggings. There was something less than a breeze, just enough to offer resistance. A black pigeon scurried along the bright sidewalk. The stacked masses of the Ansonia receded in space. People with yoga mats slung on their backs stood in line out the door of a restaurant. A lanky young man with a basketball worked on his handle, perpendicular to the sidewalk traffic, challenging his own reflection in the window of the cleaners.",4
http://www.theawl.com/2016/04/new-york-city-april-21-2016,"New York City, April 21, 2016",http://cdn.theawl.com/wp-content/uploads/2016/04/weather-review-sky-042116.jpg,"★★★★ Sun and breeze moved through full green leaves. The last lingering potential of cold and darkness had been ripped away; all was warmth and light. Once again beams shone straight into the track bed. The children gone from school to the playground, where schoolmate reconvened with schoolmate. The late air was damp and it had foul smells on it, indeterminate ones and a very specific stench of urine.",4
http://www.theawl.com/2016/04/new-york-city-april-20-2016,"New York City, April 20, 2016",http://cdn2.theawl.com/wp-content/uploads/2016/04/weather-review-sky-042016.jpg,"★★★★ Sunbursts filled windshield after windshield. The green had claimed new blocks and was starting in on others. Behind construction fencing, dandelions were tall and bright. The preschoolers, dismissed, didn’t want to leave the playground equipment. The wind stole napkins from a customer at the pastry stand by the subway entrance. Fire escape shadows were tangled with carved palm fronds. Suddenly the air conditioning on the train was obtrusive, swiping down at the hair. Birdsong from somewhere uncertain filled the width of Broadway.",4
